ID,Name,HP,Attack,Defense,Speed,Luck,Magic,Resistance,Agility
2728,Storm Berserker Master,157,28,13,1,1,16,9,23
2729,Ancient Necromancer Slayer,89,11,18,17,85,55,30,18
2730,Storm Warrior Champion,175,24,30,9,17,58,22,21
2731,Ice Knight King,153,22,23,5,95,58,30,16
2732,Shadow Paladin Champion,122,31,7,13,32,52,12,3
2733,Holy Mage Master,175,35,36,7,57,57,10,9
2734,Dark Priest King,185,23,7,7,62,57,31,21
2735,Holy Warrior Master,199,44,11,7,52,42,27,15
2736,Fire Priest Lord,131,29,35,7,63,30,31,11
2737,Earth Priest Lord,62,35,30,11,96,20,13,5
2738,Shadow Archer Elite,158,35,5,3,21,32,21,16
2739,Storm Archer Champion,154,42,26,10,30,25,19,24
2740,Ice Assassin Prince,159,41,23,12,94,44,20,8
2741,Dark Priest Legend,121,40,13,6,48,19,18,22
2742,Shadow Necromancer Elite,79,47,37,19,48,56,34,17
2743,Ancient Ranger Prince,76,46,13,12,58,34,30,3
2744,Light Mage King,161,23,34,5,98,51,14,13
2745,Storm Priest Prince,156,33,25,14,97,20,22,9
2746,Ice Assassin Master,182,33,16,2,87,40,33,1
2747,Holy Paladin Champion,173,17,25,3,25,56,9,10
2748,Storm Archer Elite,142,17,27,1,88,36,24,13
2749,Holy Paladin Champion,141,27,14,17,91,57,25,14
2750,Ice Berserker Champion,172,40,18,2,84,57,24,6
2751,Ancient Necromancer Champion,169,48,10,9,86,46,17,10
2752,Fire Ranger Master,190,33,10,17,36,10,10,18
2753,Shadow Paladin Queen,170,25,35,12,78,44,26,21
2754,Earth Paladin Legend,163,35,15,15,48,14,34,4
2755,Dark Archer Legend,147,43,33,18,97,39,24,1
2756,Fire Warrior Elite,102,16,31,11,25,56,27,17
2757,Ice Mage Queen,53,43,22,11,61,36,7,18
2758,Holy Berserker Master,176,39,5,16,84,45,8,5
2759,Earth Assassin Champion,153,21,10,19,90,52,6,10
2760,Ice Paladin Slayer,77,42,39,9,42,59,8,23
2761,Storm Mage King,80,22,6,11,44,14,6,14
2762,Light Priest Elite,69,15,12,8,63,41,12,17
2763,Ice Archer King,57,31,12,16,41,24,8,3
2764,Wind Ranger Slayer,94,13,34,19,35,30,33,9
2765,Holy Priest Lord,68,37,34,5,99,27,19,17
2766,Holy Paladin Master,177,20,22,7,61,44,27,11
2767,Dark Paladin Lord,114,43,8,12,68,24,29,18
2768,Dark Knight Champion,165,26,23,19,18,24,28,16
2769,Ancient Necromancer Legend,68,19,24,9,1,50,12,15
2770,Ice Knight Prince,184,20,39,3,41,43,10,21
2771,Dark Berserker Champion,51,29,7,16,61,35,18,16
2772,Storm Paladin Lord,121,39,35,1,22,24,5,12
2773,Storm Ranger Prince,89,30,14,1,7,54,7,11
2774,Dark Ranger King,92,19,7,8,18,19,27,4
2775,Holy Paladin Slayer,146,41,13,5,39,32,31,20
2776,Earth Mage Legend,122,19,24,11,59,31,22,14
2777,Dark Priest Queen,76,27,26,18,83,15,30,18
2778,Fire Warrior Slayer,125,45,21,15,80,35,23,14
2779,Fire Archer Master,96,40,34,16,61,39,14,14
2780,Light Berserker Master,85,34,33,13,45,41,28,24
2781,Shadow Paladin Legend,155,39,28,2,83,41,6,23
2782,Storm Archer Master,51,15,35,2,99,34,12,10
2783,Holy Ranger Master,96,35,35,19,17,12,5,19
2784,Fire Knight Queen,111,12,9,4,54,48,25,12
2785,Fire Warrior Legend,56,33,28,15,35,41,13,18
2786,Storm Necromancer Elite,132,26,5,4,87,33,5,23
2787,Holy Ranger Champion,138,39,33,19,81,57,19,17
2788,Fire Priest Elite,102,34,15,6,39,45,16,12
2789,Earth Paladin Queen,101,30,29,4,35,54,11,12
2790,Fire Archer Elite,72,10,37,19,38,50,15,7
2791,Holy Priest Prince,119,12,19,18,58,13,14,14
2792,Fire Archer Master,63,25,15,6,66,40,22,12
2793,Holy Mage Champion,88,28,15,7,42,26,21,4
2794,Fire Necromancer Legend,169,11,27,15,45,25,9,5
2795,Holy Necromancer Champion,55,46,24,13,12,17,26,16
2796,Fire Paladin King,145,42,38,12,23,43,34,24
2797,Dark Necromancer Master,78,33,13,12,90,18,13,9
2798,Earth Knight Legend,113,26,18,16,73,20,17,10
2799,Earth Berserker Master,111,26,34,16,83,14,19,6
2800,Holy Paladin Legend,182,39,38,9,49,22,21,10
2801,Shadow Mage Elite,160,25,23,5,42,56,27,14
2802,Wind Archer Prince,57,17,34,16,11,26,10,21
2803,Ice Assassin Master,126,31,27,16,31,46,9,21
2804,Fire Berserker Elite,101,36,20,6,61,43,21,11
2805,Light Necromancer Guardian,104,37,32,12,69,17,11,5
2806,Dark Berserker Prince,134,45,39,12,58,40,6,10
2807,Shadow Necromancer Champion,55,43,11,7,84,46,20,8
2808,Shadow Archer Lord,172,16,39,1,72,12,5,15
2809,Dark Priest King,162,14,24,6,3,14,32,11
2810,Holy Necromancer Slayer,123,35,38,8,34,24,20,17
2811,Holy Paladin King,97,12,34,12,54,54,34,10
2812,Fire Ranger King,157,13,7,15,57,44,18,10
2813,Storm Knight Lord,55,37,16,2,33,45,26,3
2814,Ice Paladin Guardian,103,41,22,9,42,37,6,11
2815,Ice Berserker Legend,70,46,35,7,55,46,29,6
2816,Ice Mage Elite,60,11,10,6,45,38,13,17
2817,Light Knight Guardian,66,39,14,6,14,24,31,9
2818,Dark Ranger Prince,60,31,19,5,99,17,34,7
2819,Dark Archer Queen,96,38,21,6,14,14,19,4
2820,Holy Assassin Prince,124,42,10,1,27,39,21,9
2821,Ancient Warrior Master,124,48,26,17,23,38,8,17
2822,Shadow Mage King,149,26,24,16,85,17,28,21
2823,Shadow Warrior Master,120,12,26,2,94,54,17,19
2824,Holy Archer Queen,69,18,23,13,28,53,31,1
2825,Dark Priest Queen,71,15,30,10,46,46,16,14
2826,Light Warrior Master,104,29,24,6,16,41,12,7
2827,Dark Knight Master,85,21,17,6,18,53,32,24
2828,Shadow Necromancer Guardian,56,46,20,7,46,31,25,9
2829,Light Necromancer Queen,53,44,6,3,2,45,13,19
2830,Holy Knight Master,198,46,20,3,18,37,20,16
2831,Light Warrior Master,162,27,27,16,81,18,29,14
2832,Holy Warrior Master,175,20,22,5,6,52,11,17
2833,Light Warrior Lord,191,46,24,18,33,22,9,21
2834,Earth Paladin King,178,14,26,10,21,54,8,23
2835,Light Priest Elite,172,12,11,13,93,34,24,11
2836,Storm Paladin Elite,121,29,30,5,92,51,21,11
2837,Shadow Assassin Queen,119,26,18,13,58,42,14,15
2838,Light Paladin Slayer,183,13,21,14,68,25,24,5
2839,Dark Mage Prince,165,35,8,15,94,58,12,10
2840,Holy Priest Guardian,106,34,32,5,29,55,5,4
2841,Shadow Assassin Lord,159,34,26,15,21,17,12,20
2842,Wind Archer Lord,182,35,31,11,83,45,15,9
2843,Shadow Necromancer Master,88,38,35,18,43,11,27,4
2844,Ancient Archer Elite,122,45,22,3,18,48,8,4
2845,Ancient Paladin King,65,38,10,10,75,13,14,20
2846,Earth Priest King,130,23,36,17,28,45,11,2
2847,Earth Mage Elite,169,16,35,1,70,36,22,6
2848,Wind Necromancer Queen,178,34,10,15,94,24,24,21
2849,Light Berserker Prince,70,24,10,5,28,34,16,22
2850,Shadow Mage Lord,58,46,39,12,72,28,27,6
2851,Fire Paladin Queen,64,29,14,14,50,48,32,10
2852,Wind Necromancer Queen,94,10,22,17,48,22,7,20
2853,Holy Necromancer King,147,32,13,15,31,37,13,3
2854,Ancient Archer Slayer,154,20,28,18,55,59,23,24
2855,Storm Knight Lord,141,34,39,3,85,54,20,4
2856,Storm Necromancer Prince,165,43,30,10,71,33,16,3
2857,Earth Necromancer Lord,139,22,12,4,54,45,8,6
2858,Holy Knight Legend,108,47,26,16,18,45,16,15
2859,Holy Berserker Slayer,75,30,34,5,6,23,9,15
2860,Ice Berserker King,105,10,28,18,67,27,28,1
2861,Fire Warrior Master,168,27,32,17,91,24,25,18
2862,Ancient Warrior Prince,172,15,30,7,32,42,29,2
2863,Light Ranger King,59,33,25,3,27,11,5,19
2864,Holy Knight Slayer,196,38,18,9,19,28,30,23
2865,Wind Priest Lord,166,18,23,4,32,11,9,5
2866,Light Paladin King,119,25,11,6,78,11,24,18
2867,Fire Archer Lord,60,16,5,19,87,33,18,6
2868,Fire Mage Slayer,168,41,18,12,9,45,34,16
2869,Earth Warrior Legend,145,19,5,5,90,39,29,8
2870,Ancient Archer Elite,122,15,17,4,37,18,25,18
2871,Ancient Assassin Lord,156,33,18,17,18,56,32,18
2872,Earth Priest Lord,62,31,31,18,63,37,31,10
2873,Ancient Mage Queen,156,22,13,5,91,27,29,23
2874,Holy Necromancer Prince,113,31,19,17,2,30,31,9
2875,Light Priest Prince,83,12,33,8,43,36,8,21
2876,Earth Knight Master,81,45,7,13,93,11,22,22
2877,Wind Berserker Lord,124,14,13,10,77,37,19,12
2878,Earth Ranger Legend,79,13,11,8,51,55,13,20
2879,Ancient Knight Lord,97,23,24,15,38,33,31,20
2880,Fire Ranger Champion,190,32,30,4,92,47,22,10
2881,Dark Berserker Lord,95,37,39,9,51,35,24,15
2882,Holy Berserker Legend,90,41,36,19,1,18,5,16
2883,Holy Assassin Elite,101,16,27,14,35,59,20,6
2884,Earth Mage Prince,53,11,35,15,94,58,15,4
2885,Wind Necromancer Lord,193,21,37,6,96,47,17,10
2886,Storm Ranger Champion,90,23,34,16,80,18,25,3
2887,Earth Warrior Champion,159,40,35,2,23,21,6,7
2888,Wind Berserker Elite,69,17,17,15,8,11,28,20
2889,Light Berserker Slayer,75,40,23,18,15,17,10,11
2890,Earth Knight Lord,70,32,10,8,87,35,10,9
2891,Light Warrior Master,84,18,27,9,2,14,24,8
2892,Holy Paladin Lord,199,33,9,11,29,14,31,2
2893,Fire Necromancer Guardian,189,12,33,13,69,17,13,16
2894,Holy Knight Guardian,198,31,15,6,70,16,8,20
2895,Fire Priest Queen,187,32,24,6,31,21,8,12
2896,Dark Paladin Master,132,21,24,13,38,29,20,1
2897,Dark Ranger Champion,96,34,25,5,97,28,27,24
2898,Storm Berserker Master,125,15,13,2,42,51,6,13
2899,Ice Mage Legend,171,49,6,15,7,47,26,7
2900,Fire Knight Prince,56,19,37,13,6,23,27,18
2901,Light Archer Prince,110,41,19,8,29,59,25,24
2902,Earth Assassin Slayer,106,41,26,5,23,25,34,6
2903,Light Archer Slayer,194,14,39,3,73,49,28,19
2904,Earth Necromancer Guardian,87,32,13,7,67,33,27,15
2905,Fire Berserker Elite,97,44,9,2,82,11,17,19
2906,Shadow Warrior Lord,142,42,16,8,15,22,31,6
2907,Shadow Ranger Champion,153,31,6,19,89,42,20,13
2908,Earth Necromancer Master,187,41,9,1,66,58,27,9
2909,Shadow Necromancer Guardian,196,48,20,1,26,25,19,18
2910,Dark Paladin Lord,123,17,25,1,84,17,28,6
2911,Ice Assassin King,126,45,23,6,15,39,32,12
2912,Storm Necromancer Legend,52,32,7,11,88,29,10,1
2913,Shadow Ranger King,154,21,37,8,62,15,22,14
2914,Earth Assassin Lord,146,27,23,9,96,18,31,19
2915,Earth Archer Lord,137,16,5,19,30,22,17,2
2916,Ice Assassin Prince,75,17,13,7,73,58,29,22
2917,Ancient Archer Queen,163,47,27,1,42,30,5,4
2918,Dark Mage Master,110,38,32,8,66,51,15,4
2919,Earth Necromancer Slayer,68,21,16,5,61,32,32,24
2920,Wind Mage Elite,66,26,8,7,28,51,34,1
2921,Fire Knight King,56,41,23,11,34,25,34,13
2922,Holy Berserker Queen,197,42,17,14,19,49,22,6
2923,Dark Assassin Legend,106,33,17,6,34,37,20,4
2924,Storm Berserker King,166,19,23,14,4,15,23,24
2925,Light Archer King,143,26,14,19,59,42,11,12
2926,Dark Archer Legend,65,26,37,5,5,58,18,1
2927,Wind Warrior Champion,138,11,9,3,48,48,19,15
2928,Dark Mage Guardian,50,48,37,1,37,58,30,23
2929,Dark Priest Master,176,15,9,15,82,13,24,13
2930,Dark Priest Lord,170,43,13,17,44,18,18,24
2931,Ice Warrior Slayer,117,26,38,6,2,40,19,5
2932,Holy Necromancer Lord,110,17,39,1,71,56,17,24
2933,Earth Warrior Master,157,16,8,15,52,36,25,12
2934,Dark Warrior Master,65,37,29,16,56,12,6,1
2935,Ancient Paladin King,133,27,7,17,40,32,20,15
2936,Storm Knight Slayer,99,37,32,4,25,14,33,12
2937,Fire Ranger Master,85,13,16,7,90,28,15,23
2938,Earth Warrior Queen,112,34,28,14,67,16,11,24
2939,Storm Priest Champion,106,24,5,1,40,49,33,2
2940,Storm Knight Queen,106,17,39,11,7,37,8,6
2941,Earth Paladin Slayer,187,21,11,10,53,30,29,7
2942,Fire Knight Guardian,112,38,38,7,88,59,21,24
2943,Storm Priest Elite,197,19,21,14,14,12,25,21
2944,Light Necromancer Master,148,27,30,17,91,23,21,6
2945,Light Warrior Elite,159,41,14,11,74,43,9,17
2946,Earth Mage Lord,183,22,37,19,80,24,28,14
2947,Ice Warrior Slayer,96,11,23,12,4,13,14,11
2948,Fire Archer Legend,185,30,29,9,56,25,5,18
2949,Earth Archer Legend,115,31,19,18,91,33,12,12
2950,Earth Priest Elite,199,28,12,1,14,41,7,9
2951,Light Ranger Legend,183,25,20,6,34,46,18,14
2952,Wind Assassin Queen,103,34,39,4,14,17,30,5
2953,Holy Priest Queen,184,30,13,5,52,19,16,16
2954,Light Warrior Elite,121,36,5,9,63,16,20,1
2955,Dark Paladin Prince,130,14,26,1,94,34,32,13
2956,Ancient Warrior King,115,30,37,1,10,20,13,5
2957,Dark Archer King,88,15,16,4,66,36,26,16
2958,Holy Assassin Guardian,102,48,9,12,47,21,31,18
2959,Wind Warrior Elite,65,18,23,11,58,11,14,19
2960,Shadow Berserker King,71,44,21,14,78,51,16,20
2961,Fire Archer Champion,166,15,38,18,47,46,6,8
2962,Fire Assassin King,77,11,8,13,12,57,25,9
2963,Ancient Priest Legend,51,43,14,3,75,32,6,8
2964,Shadow Berserker Champion,83,27,17,12,65,38,22,18
2965,Earth Archer Champion,169,37,20,12,13,46,18,3
2966,Ancient Mage King,167,15,9,13,31,59,22,7
2967,Ancient Priest Guardian,97,42,28,6,51,24,9,19
2968,Fire Necromancer Slayer,69,11,25,14,15,26,14,22
2969,Holy Berserker Slayer,186,36,12,10,99,22,22,4
2970,Fire Archer King,72,24,27,18,84,20,9,24
2971,Light Ranger King,60,10,8,2,59,52,12,23
2972,Dark Paladin Legend,142,46,5,2,4,24,31,5
2973,Light Priest Queen,168,45,13,2,21,34,8,18
2974,Holy Assassin Champion,133,33,12,8,94,42,27,22
2975,Ice Warrior Guardian,77,39,30,18,79,18,30,3
2976,Ancient Priest Slayer,136,18,12,16,51,41,27,20
2977,Ice Ranger Prince,158,23,20,16,65,27,11,11
2978,Fire Mage Queen,72,37,22,7,30,44,32,22
2979,Wind Knight Lord,168,10,39,4,12,17,8,3
2980,Earth Priest Champion,149,10,18,9,95,36,19,21
2981,Earth Archer Guardian,67,12,22,7,15,26,7,22
2982,Storm Warrior Master,114,32,20,16,47,21,7,8
2983,Light Priest Champion,102,11,21,19,83,47,17,10
2984,Shadow Paladin Elite,78,45,37,13,79,10,28,2
2985,Wind Warrior Slayer,130,33,33,1,12,12,12,19
2986,Light Warrior Elite,88,38,21,17,17,35,14,12
2987,Dark Mage King,110,24,23,18,80,32,7,14
2988,Dark Ranger Champion,141,29,36,3,80,41,15,3
2989,Dark Assassin Legend,70,35,12,4,94,51,13,18
2990,Light Ranger Prince,75,17,21,10,21,22,29,18
2991,Wind Ranger Lord,114,14,39,19,2,45,26,4
2992,Ancient Warrior Legend,111,19,36,14,62,34,12,7
2993,Ice Priest Legend,52,23,29,14,31,30,7,8
2994,Ice Paladin Master,187,18,8,4,99,51,22,1
2995,Ancient Paladin Prince,89,40,12,12,51,41,14,12
2996,Ice Knight Guardian,120,13,27,5,31,29,13,2
2997,Wind Berserker Master,91,22,29,12,42,35,17,18
2998,Ice Priest Master,116,12,37,9,72,55,18,24
2999,Shadow Archer Slayer,93,39,39,11,75,35,10,18
3000,Ancient Warrior Legend,63,29,36,17,90,20,29,2
3001,Wind Necromancer Master,95,36,25,6,84,43,16,15
3002,Wind Berserker Legend,129,11,38,12,86,47,32,14
3003,Wind Assassin Master,122,48,20,11,83,59,12,4
3004,Holy Priest Slayer,75,27,16,19,44,43,19,9
3005,Ice Archer Lord,78,48,36,18,30,27,6,4
3006,Dark Archer Guardian,76,16,26,17,28,52,16,9
3007,Earth Paladin King,160,44,23,6,89,25,11,2
3008,Fire Warrior Champion,79,41,21,13,90,44,31,3
3009,Wind Knight Prince,126,20,11,7,58,29,24,23
3010,Dark Berserker Prince,175,19,5,8,3,33,27,23
3011,Dark Ranger Guardian,95,48,33,8,61,57,25,11
3012,Storm Warrior Legend,75,23,14,2,54,46,30,10
3013,Ice Ranger Lord,152,48,13,13,50,43,17,9
3014,Holy Archer Slayer,178,48,11,11,19,49,26,7
3015,Earth Warrior Queen,176,12,28,3,92,56,5,2
3016,Wind Assassin Slayer,56,21,35,3,96,32,5,1
3017,Light Archer Slayer,120,29,16,18,1,37,6,17
3018,Dark Archer Master,83,14,11,19,36,47,20,8
3019,Wind Priest Lord,65,46,36,13,6,51,12,7
3020,Earth Ranger Lord,63,33,11,16,2,56,19,1
3021,Ancient Knight Prince,177,12,31,18,99,14,12,13
3022,Holy Assassin Lord,83,25,19,19,35,34,11,11
3023,Holy Priest King,199,10,26,15,54,47,22,21
3024,Wind Assassin Legend,137,12,34,17,11,51,10,1
3025,Dark Necromancer Slayer,175,24,33,8,3,38,34,20
3026,Earth Assassin Legend,126,12,31,7,23,36,20,23
3027,Ancient Paladin Slayer,93,42,17,3,46,29,16,6
3028,Holy Assassin King,88,17,13,19,13,45,5,22
3029,Holy Ranger Prince,146,32,32,3,76,40,24,12
3030,Dark Necromancer Legend,57,12,5,2,88,15,22,11
3031,Fire Priest Queen,68,42,25,2,26,30,28,23
3032,Dark Ranger Legend,165,16,32,7,33,41,28,15
3033,Ice Archer Queen,96,15,11,19,6,51,32,8
3034,Ice Assassin Legend,76,27,39,11,67,27,11,17
3035,Light Paladin Elite,65,21,34,6,53,49,33,16
3036,Wind Mage Master,149,29,20,18,29,27,34,1
3037,Holy Assassin Queen,168,49,17,8,76,57,17,9
3038,Wind Warrior Slayer,88,11,35,3,77,24,8,9
3039,Holy Berserker Champion,197,40,21,3,75,13,31,18
3040,Light Ranger Guardian,143,30,35,18,16,11,5,5
3041,Ice Assassin Master,194,19,19,1,18,39,25,22
3042,Storm Priest Slayer,190,10,25,18,63,19,16,12
3043,Shadow Paladin Champion,143,26,17,5,85,17,7,9
3044,Earth Archer Queen,171,42,13,14,72,54,13,1
3045,Fire Knight Elite,174,32,35,7,26,29,29,20
3046,Shadow Assassin King,73,34,5,13,93,46,21,20
3047,Dark Necromancer Prince,125,17,32,13,93,33,19,5
3048,Shadow Assassin Queen,133,32,32,8,52,54,26,13
3049,Holy Knight Elite,115,35,26,14,6,57,21,13
3050,Ice Mage Master,98,12,28,11,59,33,14,9
3051,Wind Assassin Champion,158,12,20,17,55,20,24,3
3052,Earth Mage Master,123,40,10,1,24,31,21,16
3053,Ice Necromancer Lord,114,19,30,14,98,24,12,5
3054,Ice Berserker Prince,131,46,24,5,18,30,15,21
3055,Fire Priest Elite,77,33,37,8,56,21,31,20
3056,Ancient Warrior Legend,119,35,11,3,84,21,15,22
3057,Ice Berserker Queen,191,18,13,9,97,22,8,8
3058,Storm Berserker Slayer,113,12,10,15,60,46,5,8
3059,Earth Priest Prince,145,28,37,2,4,38,8,13
3060,Storm Warrior King,154,35,30,3,9,22,24,17
3061,Wind Assassin King,158,18,9,19,6,41,23,21
3062,Dark Necromancer Champion,109,32,32,11,90,20,21,5
3063,Ancient Warrior Guardian,60,24,23,2,44,42,27,16
3064,Shadow Ranger Master,98,39,30,19,4,35,19,22
3065,Earth Ranger King,170,19,10,8,55,27,17,3
3066,Earth Knight Lord,54,15,31,10,99,19,33,3
3067,Storm Necromancer Elite,89,19,6,16,95,19,6,17
3068,Dark Assassin Slayer,155,32,14,18,7,14,17,6
3069,Holy Archer Champion,66,38,25,4,55,35,14,23
3070,Storm Knight King,157,48,36,7,75,29,12,2
3071,Shadow Mage Slayer,85,27,11,4,9,15,30,17
3072,Light Mage Champion,118,15,16,4,76,41,21,9
3073,Light Necromancer Queen,99,43,15,19,73,27,6,24
3074,Holy Archer Guardian,102,28,10,1,36,31,10,3
3075,Holy Mage Lord,175,30,32,19,54,41,23,13
3076,Storm Necromancer Champion,174,14,17,17,10,29,20,16
3077,Fire Archer Prince,171,41,35,1,76,23,8,5
3078,Dark Warrior Lord,60,10,32,5,74,50,17,9
3079,Fire Paladin Slayer,122,35,6,13,47,26,29,14
3080,Light Ranger Legend,86,38,5,3,49,53,15,10
3081,Fire Ranger Champion,130,11,16,2,88,41,26,6
3082,Shadow Necromancer Champion,64,21,13,19,11,49,28,9
3083,Storm Paladin Queen,63,40,8,5,62,26,21,1
3084,Holy Knight Legend,147,13,5,7,39,32,10,21
3085,Ancient Ranger Elite,107,34,29,17,49,47,21,16
3086,Shadow Archer Elite,56,47,25,1,67,10,16,16
3087,Shadow Warrior Queen,79,36,9,19,78,30,14,5
3088,Earth Paladin Guardian,63,25,21,10,73,51,28,12
3089,Light Knight Guardian,139,12,7,15,38,49,9,12
3090,Fire Necromancer Legend,183,26,6,15,50,58,9,8
3091,Wind Priest Lord,111,44,11,10,16,24,21,21
3092,Ice Ranger Master,132,12,8,18,4,11,20,2
3093,Light Assassin Slayer,74,29,7,9,99,26,29,8
3094,Shadow Priest Elite,98,35,12,11,85,41,30,23
3095,Ice Assassin Elite,163,44,39,13,58,57,8,20
3096,Wind Knight Champion,152,37,29,9,70,24,11,2
3097,Dark Necromancer Prince,121,39,20,14,49,18,31,5
3098,Light Necromancer Lord,59,39,12,9,33,47,31,6
3099,Dark Ranger Slayer,119,48,23,16,40,56,22,17
3100,Ice Knight Master,78,25,14,5,87,32,32,22
3101,Storm Warrior Legend,111,35,38,5,25,58,19,4
3102,Shadow Paladin Slayer,165,20,22,4,65,48,34,15
3103,Storm Assassin Legend,180,32,33,4,12,53,17,8
3104,Light Archer Guardian,129,31,35,17,14,43,23,6
3105,Light Knight Queen,116,34,5,14,68,50,9,23
3106,Shadow Priest Queen,115,40,19,9,6,52,23,18
3107,Earth Priest Queen,73,39,37,6,78,41,13,1
3108,Fire Archer Prince,118,14,12,4,39,19,23,4
3109,Light Knight Elite,63,14,9,9,70,41,28,15
3110,Storm Paladin Champion,194,27,14,15,37,11,20,16
3111,Shadow Mage Lord,179,22,15,5,87,32,17,3
3112,Ice Archer Master,59,35,34,4,33,56,25,6
3113,Wind Berserker Slayer,142,15,31,18,61,50,23,16
3114,Earth Knight Legend,179,19,33,3,48,47,14,5
3115,Ice Knight Prince,169,25,26,19,19,44,22,23
3116,Wind Assassin Prince,59,37,10,9,95,52,23,13
3117,Holy Berserker Slayer,70,41,25,7,20,33,32,22
3118,Storm Archer Queen,60,23,18,6,65,41,32,2
3119,Earth Berserker Queen,96,17,9,19,2,49,19,14
3120,Shadow Assassin Legend,51,19,34,8,82,34,8,1
3121,Holy Ranger King,136,34,33,2,65,19,34,15
3122,Wind Necromancer Master,147,29,19,5,23,32,8,11
3123,Shadow Knight Legend,75,23,9,9,28,49,17,23
3124,Earth Ranger Prince,50,34,22,3,93,17,13,15
3125,Fire Paladin Legend,181,33,17,19,59,23,24,22
3126,Fire Necromancer Legend,137,27,21,19,18,55,10,5
3127,Holy Archer Lord,58,28,32,14,8,35,34,4
3128,Fire Necromancer Lord,83,28,23,3,31,20,9,7
3129,Wind Assassin Guardian,52,10,7,13,98,58,16,10
3130,Dark Necromancer Guardian,140,31,35,4,87,19,9,23
3131,Light Priest Elite,98,19,5,8,6,39,34,1
3132,Storm Priest Slayer,108,28,32,13,42,36,34,18
3133,Shadow Ranger King,134,44,5,5,15,26,33,4
3134,Holy Archer Master,51,37,34,13,58,56,28,11
3135,Dark Assassin Master,170,15,19,8,22,48,23,23
3136,Storm Priest Master,197,36,10,8,81,32,24,3
3137,Fire Berserker Prince,92,28,7,16,77,57,7,23
3138,Storm Berserker Legend,113,12,34,16,75,15,10,13
3139,Shadow Paladin Prince,172,38,11,10,18,15,15,19
3140,Ancient Warrior Queen,85,44,38,6,40,10,25,21
3141,Storm Warrior Prince,57,19,8,11,99,45,20,22
3142,Holy Paladin Champion,167,35,17,13,30,48,34,15
3143,Wind Berserker Champion,195,42,39,17,45,45,10,20
3144,Ancient Mage Queen,96,36,37,8,62,15,23,7
3145,Dark Mage Guardian,110,13,16,18,76,45,32,22
3146,Shadow Knight Champion,73,20,15,11,15,22,29,18
3147,Ancient Berserker Guardian,101,22,29,14,92,17,30,24
3148,Ice Priest Slayer,91,26,36,10,52,58,19,22
3149,Dark Archer Master,116,30,28,2,7,58,16,12
3150,Fire Mage Legend,162,39,5,5,5,48,28,1
3151,Shadow Ranger King,114,49,35,13,63,46,30,7
3152,Dark Priest King,83,45,12,2,85,14,32,15
3153,Ancient Mage Guardian,92,36,11,10,29,55,25,3
3154,Dark Knight Lord,62,13,28,4,41,26,24,15
3155,Dark Necromancer Queen,105,30,9,1,99,56,25,3
3156,Fire Ranger Lord,170,38,12,9,12,32,32,14
3157,Ancient Knight Elite,191,41,9,8,65,43,21,24
3158,Ice Necromancer Guardian,169,21,28,8,26,56,27,11
3159,Ancient Warrior Queen,174,20,38,19,94,20,10,17
3160,Storm Ranger Master,98,32,16,18,60,23,5,14
3161,Fire Assassin Lord,67,46,37,16,74,19,5,20
3162,Earth Archer Elite,121,48,34,9,68,46,15,19
3163,Wind Assassin Slayer,145,48,8,1,36,26,19,11
3164,Storm Berserker Elite,133,16,6,1,13,33,5,17
3165,Wind Archer Legend,95,13,17,1,15,39,13,5
3166,Storm Berserker Champion,98,21,38,14,70,51,25,9
3167,Dark Paladin King,113,26,29,8,63,40,31,19
3168,Ancient Paladin Prince,160,36,39,13,31,18,31,4
3169,Fire Warrior King,157,43,31,2,40,48,10,24
3170,Fire Mage Master,193,36,38,7,73,58,25,8
3171,Holy Berserker Master,172,31,15,14,4,36,20,12
3172,Ancient Knight Lord,57,37,35,13,53,20,7,15
3173,Ancient Knight King,133,38,16,14,95,32,32,12
3174,Ancient Archer Slayer,138,10,12,16,66,47,24,12
3175,Shadow Warrior Slayer,154,34,14,10,7,31,18,6
3176,Light Priest Slayer,113,49,25,8,33,38,7,14
3177,Storm Knight Legend,98,14,34,9,73,37,15,23
3178,Storm Assassin King,165,10,29,9,46,28,19,1
